date_time,population,temp
2025-08-08 15:00:00,Kerimai,16.85708008
2025-08-08 16:00:00,Ishikari,18.10119141
2025-08-08 16:00:00,Kerimai,16.94288086
2025-08-08 17:00:00,Ishikari,18.01539063
2025-08-08 17:00:00,Kerimai,16.59967773
2025-08-08 18:00:00,Ishikari,17.54348633
2025-08-08 18:00:00,Kerimai,16.34227539
2025-08-08 19:00:00,Ishikari,16.98578125
2025-08-08 19:00:00,Kerimai,16.21357422
2025-08-08 20:00:00,Ishikari,16.55677734
2025-08-08 20:00:00,Kerimai,16.04197266
2025-08-08 21:00:00,Ishikari,16.25647461
2025-08-08 21:00:00,Kerimai,15.99907227
2025-08-08 22:00:00,Ishikari,15.99907227
2025-08-08 22:00:00,Kerimai,15.87037109
2025-08-08 23:00:00,Ishikari,15.78457031
2025-08-08 23:00:00,Kerimai,15.87037109
2025-08-09 00:00:00,Ishikari,15.61296875
2025-08-09 00:00:00,Kerimai,15.78457031
2025-08-09 01:00:00,Ishikari,15.44136719
2025-08-09 01:00:00,Kerimai,15.78457031
2025-08-09 02:00:00,Ishikari,15.31266602
2025-08-09 02:00:00,Kerimai,15.74166992
2025-08-09 03:00:00,Ishikari,15.22686523
2025-08-09 03:00:00,Kerimai,15.65586914
2025-08-09 04:00:00,Ishikari,15.22686523
2025-08-09 04:00:00,Kerimai,15.65586914
2025-08-09 05:00:00,Ishikari,15.22686523
2025-08-09 05:00:00,Kerimai,15.61296875
2025-08-09 06:00:00,Ishikari,15.26976563
2025-08-09 06:00:00,Kerimai,15.61296875
2025-08-09 07:00:00,Ishikari,15.74166992
2025-08-09 07:00:00,Kerimai,15.74166992
2025-08-09 08:00:00,Ishikari,16.59967773
2025-08-09 08:00:00,Kerimai,15.91327148
2025-08-09 09:00:00,Ishikari,17.54348633
2025-08-09 09:00:00,Kerimai,16.47097656
2025-08-09 10:00:00,Ishikari,17.2002832
2025-08-09 10:00:00,Kerimai,17.2002832
2025-08-09 11:00:00,Ishikari,17.50058594
2025-08-09 11:00:00,Kerimai,17.15738281
2025-08-09 12:00:00,Ishikari,18.61599609
2025-08-09 12:00:00,Kerimai,17.07158203
2025-08-09 13:00:00,Ishikari,19.08790039
2025-08-09 13:00:00,Kerimai,17.02868164
2025-08-09 14:00:00,Ishikari,19.60270508
2025-08-09 14:00:00,Kerimai,16.68547852
2025-08-09 15:00:00,Ishikari,19.34530273
2025-08-09 15:00:00,Kerimai,16.34227539
2025-08-09 16:00:00,Ishikari,18.87339844
2025-08-09 16:00:00,Kerimai,16.17067383
2025-08-09 17:00:00,Ishikari,18.144091800000002
2025-08-09 17:00:00,Kerimai,15.95617188
2025-08-09 18:00:00,Ishikari,17.62928711
2025-08-09 18:00:00,Kerimai,15.78457031
2025-08-09 19:00:00,Ishikari,17.32898438
2025-08-09 19:00:00,Kerimai,15.52716797
2025-08-09 20:00:00,Ishikari,16.89998047
2025-08-09 20:00:00,Kerimai,15.35556641
2025-08-09 21:00:00,Ishikari,16.42807617
2025-08-09 21:00:00,Kerimai,15.18396484
2025-08-09 22:00:00,Ishikari,16.17067383
2025-08-09 22:00:00,Kerimai,15.09816406
2025-08-09 23:00:00,Ishikari,16.04197266
2025-08-09 23:00:00,Kerimai,14.96946289
2025-08-10 00:00:00,Ishikari,15.87037109
2025-08-10 00:00:00,Kerimai,14.9265625
2025-08-10 01:00:00,Ishikari,15.74166992
2025-08-10 01:00:00,Kerimai,14.9265625
2025-08-10 02:00:00,Ishikari,15.52716797
2025-08-10 02:00:00,Kerimai,14.88366211
2025-08-10 03:00:00,Ishikari,15.3984668
2025-08-10 03:00:00,Kerimai,14.79786133
2025-08-10 04:00:00,Ishikari,15.35556641
2025-08-10 04:00:00,Kerimai,14.75496094
2025-08-10 05:00:00,Ishikari,15.35556641
2025-08-10 05:00:00,Kerimai,14.66916016
2025-08-10 06:00:00,Ishikari,15.31266602
2025-08-10 06:00:00,Kerimai,14.71206055
2025-08-10 07:00:00,Ishikari,15.57006836
2025-08-10 07:00:00,Kerimai,14.88366211
2025-08-10 08:00:00,Ishikari,15.8274707
2025-08-10 08:00:00,Kerimai,15.09816406
2025-08-10 09:00:00,Ishikari,16.12777344
2025-08-10 09:00:00,Kerimai,15.44136719
2025-08-10 10:00:00,Ishikari,17.11448242
2025-08-10 10:00:00,Kerimai,15.8274707
